Key,Description,Standard,Chinese,Japanese,TraditionalChinese,French,Korean,Basque,Italian,Spanish,Deutsch,Russian,Turkish,Brazilian,Polish
SAY.Maze.NoseferatchuFlowChart.352.Noseferatchu,,... They are known to be quite mischievous.,...众所周知他们是相当的调皮.,かなりのいたずら好きとして知られている。,...眾所周知他們是相當的調皮.,... Ils sont connus pour être malicieux.,... 꽤 짓궃은 것으로 알려져 있어.,... Bihurriak izateagatik ezagunak dira.,...Sono noti per essere maliziosi.,... Tienen fama de traviesos.,... Sie sind als ziemlich schelmisch bekannt.,"... Известно, что они любят проказничать.",... Pek bir yaramaz oldukları bilinir.,... São conhecidos por serem um pouco maliciosos.,... One są znane z bycia problematycznymi.
SAY.Maze.NoseferatchuFlowChart.367.Noseferatchu,,... I haven't heard that monster in quite a while.,...我已经很久没有听过有怪物发出声音了.,最近、怪物の立てる物音が聞こえてこない。,...我已經很久沒有聽過有怪物發出聲音了.,... Je n'ai pas entendu le monstre depuis un bon moment.,... 요즘 괴물 우는 소리를 듣지 못했네.,... Denbora anitz pasa da munstroa entzun gabe.,...È da un bel po' che non sento il mostro.,... Hace tiempo que no escucho al monstruo.,... Ich habe dieses Monster schon länger nicht mehr gehört.,... Я давно не слышал того монстра.,... Bir süredir canavardan ses seda yok.,... Não ouço esse monstro há um tempo.,... Nie słyszałem tego potwora od pewnego czasu.
SAY.Maze.NoseferatchuFlowChart.368.Noseferatchu,,... I wonder if it found a way out?,...我想知道它是否已经找到了出口?,出口を見つけたのだろうか？,...我想知道它是否已經找到了出口?,... Je me demande s'il a trouvé une sortie ?,... 설마 그게 이곳을 나가는 법을 알고 있을까?,... Irteeraren bat aurkitu ote du?,...Chissà se ha trovato una via d'uscita?,... ¿Habrá encontrado una salida?,... Ob es vielleicht einen Ausweg gefunden hat?,... Что если он смог выбраться наружу?,... Acaba bir çıkış yolu mu buldu?,... Me pergunto se ele conseguiu escapar?,"... Zastanawiam się, czy znalazł wyjście?"
SAY.Maze.NoseferatchuFlowChart.372.Noseferatchu,,... That would be terrible...,...那将会很可怕...,だとしたらまずい…,...那將會很可怕...,... Ce serait terrible.,... 참 끔찍하겠네...,... Beldurtzekoa izango litzateke...,...Sarebbe tremendo...,... Sería terrible...,... Das wäre furchtbar...,... Это была бы катастрофа...,... Bu korkunç olurdu...,... Isso seria terrível...,... To byłoby okropne...
SAY.Maze.NoseferatchuFlowChart.126.Noseferatchu,,"... I warn you, Red.","....我警告你,红色",用心するんだ、レッド。,"....我警告你,紅色","... Je te préviens, Rouge.","... 경고할게, 레드.","... Kontuz ibili, Gorri.","...Sta attento, Rosso.","... Te aviso, Rojo.","... Ich warne dich, Rot.","... Будь осторожен, Красный.",... Seni uyarıyorum Kırmızı.,"... Te aviso, Vermelho.","... Ostrzegam cię, Czerwony."
SAY.Maze.NoseferatchuFlowChart.2.Noseferatchu,,... The {color=#f41717}Maze Monster{/color} lurks here.,.... {color=#f41717}迷宫里的怪物{/color}就潜伏在这附近,ここには{color=#f41717}迷宮の怪物{/color}が潜んでいる。,.... {color=#f41717}迷宮裏的怪物{/color}就潛伏在這附近,... Le {color=#f41717}Monstre du Labyrinthe{/color} rôde par ici.,... {color=#f41717}미로 괴물{/color}이 여기에 숨어 있어.,... {color=#f41717}Ziegako Munstroa{/color} hurbil dabil.,...Il {color=#f41717}Mostro del Labirinto{/color} vive qui.,... El {color=#f41717}monstruo del laberinto{/color} merodea por aquí.,... Das {color=#f41717}Irrgarten-Monster{/color} lauert hier.,... {color=#f41717}Монстр лабиринта{/color} бродит здесь.,... {color=#f41717}Labirent canavarı{/color} bu koridorlarda dolanıyor.,... O {color=#f41717}Monstro do Labirinto{/color} espreita por aqui.,... Grasuje tu {color=f41717}Potwór Labiryntu{/color}.
SAY.Maze.NoseferatchuFlowChart.51.Noseferatchu,,"... If it finds you, try to escape.","....如果你碰到它,一定要跑",姿を見られたら、逃げるんだ。,"....如果你碰到它,一定要跑","... S'il te trouve, tente de t'enfuir.","... 만약 들킨다면, 도망치려고 노력해봐.","... Aurkitzen bazaitu, egin ihes.","...Se ti trova, corri.","... Si te encuentra, intenta escapar.","... Falls es dich findet, versuch zu entkommen.",... Если он найдёт тебя - старайся сбежать.,"... Seni yakalarsa, kaçmayı dene.","... Se ele te encontrar, tente escapar.","... Jeśli cię znajdzie, spróbuj uciec."
SAY.Maze.NoseferatchuFlowChart.52.Noseferatchu,,... It's relentless.,....它可不会放过你,容赦などしてくれない。,....它可不會放過你,... Il est impitoyable.,... 끈질긴 놈이야.,... Ez baitu amore emango.,...È instancabile.,... Es imparable.,... Es ist erbarmungslos.,... Он просто так не отстанет.,... Acımasızdır.,... É implacável.,... Jest bezwzględny.
SAY.Maze.NoseferatchuFlowChart.27.Noseferatchu,,... That monster guards something.,...怪物似乎守卫着什么东西,あの怪物は何かを守っているらしい。,...怪物似乎守衛着什麼東西,... Ce monstre garde quelque chose.,... 저 괴물은 뭔가를 지키고 있어.,... Munstroak zerbait zaintzen omen du.,...Quel mostro custodisce qualcosa.,... Ese monstruo protege algo.,... Dieses Monster bewacht etwas.,... Этот монстр что-то стережёт.,... Labirent canavarı bir şeye bekçilik ediyor.,... Aquele monstro protege algo.,... Ten potwór czegoś pilnuje.
SAY.Maze.NoseferatchuFlowChart.28.Noseferatchu,,"... Sorry, I forgot what it was.","....对不起,但我忘了那是什么",すまない、それが何かは忘れてしまった。,"....對不起,但我忘了那是什麼",... Pardon. Mais j'ai oublié de quoi il s'agissait.,"... 미안, 그게 뭔지 까먹었어.","... Barkatu, ez dut gogoratzen zer.",...Ma ho dimenticato cosa.,"... Lo siento, me he olvidado de qué.","... Entschuldigung, ich habe vergessen, was es war.","... Прости, забыл что именно.","... Üzgünüm, o şeyin ne olduğunu unuttum.","... Me desculpe, mas esqueci o que era.","... Przepraszam, zapomniałem, co to było."
SAY.Maze.NoseferatchuFlowChart.54.Noseferatchu,,... I guess this is as good as any place to die.,...我想没有比这里更适合死亡的好地方了,死ぬのには悪くない場所かもな。,...我想沒有比這裏更適合死亡的好地方了,... C'est aussi bien que l'endroit où l'on décède.,... 여기만큼 죽기 좋은 곳이 따로 없지.,"... Leku hau ez dago hain txarto hiltzeko, egia esan.","...Beh, è un posto come un altro per morire.",... Supongo que este sitio no está mal para morir.,"... Ich schätze, das ist kein schlechter Ort zum Sterben.","... Полагаю, это место отлично подходит, чтобы умереть.",... Sanırım burası da ölmek için geri kalan her yer kadar makul.,... Acho que esse é um lugar bom para morrer como qualquer outro.,"... w każdym razie to miejsce jest dobre, by umrzeć jak każde inne."
SAY.Maze.NoseferatchuFlowChart.110.Noseferatchu,,... It's cold and comfortable.,...凉爽舒适,冷たくて、心地いい。,...涼爽舒適,... C'est froid et confortable.,... 춥고 편안해.,... Hotza eta erosoa da behintzat.,...Fresco e piacevole.  ,"... Hace frío, se está bien.",... Es ist kalt und gemütlich.,... Здесь холодно и уютно.,... Soğuk ve huzur verici.,... É frio e confortável.,... Jest chłodno i wygodne.
SAY.Maze.NoseferatchuFlowChart.111.Noseferatchu,,... Where would you like to die?,...你想死在哪里?,…君はどこで死にたい？,...你想死在哪裏?,... Où préfèrerais-tu mourir ?,... 넌 어디에서 죽고싶나?,... Zuk non hilko nahi zenuke?,"...E tu, dove preferiresti morire?",... ¿Dónde te gustaría morir?,... Wo würdest du gerne sterben?,... А где бы ты хотел умереть?,... Sen nerede ölmek isterdin?,... Onde você gostaria de morrer?,... Gdzie chciałbyś umrzeć?
SAY.EvilCastle.Clubber FlowChart.139.Zigg,,"Oh, it's YOU again.","哦,又是你",ああ、またお前か。,"哦,又是你","Oh, c'est encore TOI.","흥, 또 너로군.","Ene, HI haiz berriz.","Oh, di nuovo TU.","Oh, TÚ otra vez.","Oh, DU schon wieder.","А, это опять ТЫ.","Ah, yine SEN!","Ah, é VOCÊ de novo.","Och, to znów Ty."
SAY.EvilCastle.Clubber FlowChart.146.Zigg,,What the hell do ya want?,你到底想要什么?,一体何が目的だ？,你到底想要什麼?,Tu veux quoi encore ?,도대체 뭘 원하는 건데?,Zer demontre nahi duk?,Cosa diavolo vuoi?,¿Qué leches quieres?,Was zur Hölle willst du?,Какого чёрта тебе надо?,Ne istiyo'sun be?,"O que tu quer, hein?",Czego do cholery chcesz?
SAY.EvilCastle.Clubber FlowChart.126.Zigg,,Go be annoying somewhere else!,能不能去别的地方烦别人,迷惑かけるなら他所でやれ！,能不能去別的地方煩別人,Va casser les pieds d'un autre !,성가시게 굴 거면 다른 데로 가!,Joan hadi beste norbaiti adarra jotzera!,Va a scocciare qualcun altro!,¡Vete a molestar a otra parte!,Nerv jemand anders!,Иди доставай кого-то ещё!,Git ötede oyna!,Vá ser chato em outro lugar!,Bądź irytujący gdzie indziej!
SAY.EvilCastle.Clubber FlowChart.129.Zigg,,"I'm busy, can't you tell?","我很忙,你看不出来吗?",忙しいんだよ、わかんねえか？,"我很忙,你看不出來嗎?","J'suis occupé, c'est pas assez évident ?","난 바쁘다고,  모르겠어?",Ez duk ikusten lanpetuta nabilela ala?,Non vedi che sono impegnato?,¿Es que no ves que estoy ocupado?,"Ich bin beschäftigt, siehst du das nicht?","Не видишь, я занят?",Meşgul olduğumu görmüyor musun?,Não dá pra ver que eu tô ocupado?,"Jestem zajęty, nie widać?"
SAY.EvilCastle.Clubber FlowChart.142.Zigg,,I'm busy trying to find a hidden wall.,我正忙着寻找一面隐藏的墙,隠し壁を見つけるのに忙しいんだ。,我正忙着尋找一面隱藏的牆,J'suis occupé à essayer de trouver un mur planqué.,숨겨진 벽을 찾느라 아주 바쁘지.,Horma ezkutu baten bila nabilek eta.,Sto cercando una parete nascosta.,Estoy ocupado buscando un pasadizo secreto.,"Ich versuche, eine versteckte Wand zu finden.",Я пытаюсь найти потайной ход.,Gizli duvarı aramakla meşgulüm.,Tô tentando achar uma parede secreta.,"Jestem zajęty, próbując znaleźć ukrytą ścianę."
SAY.EvilCastle.Clubber FlowChart.141.Zigg,,I know it's located somewhere in this castle.,我知道在这座城堡的某个地方,この城のどこかにあるのはわかってる。,我知道在這座城堡的某個地方,Je sais que c'est quelque part dans ce château.,이 성 어딘가에 있다는 것만 아는데.,Gaztelu honen barruan nonbait egon behar duk.,È da qualche parte in questo castello.,Sé que está en algún sitio de este castillo.,"Ich weiß, dass sie irgendwo in diesem Schloss ist.","Я точно знаю, он где-то в этом замке.",Bu kalede bir yerlerde olduğunu biliyorum.,Eu sei que tá em algum lugar desse castelo.,"Wiem, że jest gdzieś w tym zamku."
SAY.EvilCastle.Clubber FlowChart.148.Zigg,,It will take me to the {color=#f2f2f2}Mirror Of Truth{/color}.,找到它就可以找到{color=#f2f2f2}真理之镜{/color},{color=#f2f2f2}真実の鏡{/color}へと導いてくれるのさ。,找到它就可以找到{color=#f2f2f2}真理之鏡{/color},Ça me mènera au {color=#f2f2f2}Miroir De Vérité{/color}.,{color=#f2f2f2}진실의 거울{/color}로 갈 수 있다더군.,{color=#f2f2f2}Egiaren Ispilura{/color} eramango naik.,Mi porterà allo {color=#f2f2f2}Specchio Della Verità{/color}.,Me llevará hasta el {color=#f2f2f2}espejo de la verdad{/color}.,Sie wird mich zum {color=#f2f2f2}Spiegel der Wahrheit{/color} bringen.,Он приведёт меня к {color=#f2f2f2}Зеркалу Истины{/color}.,O duvar {color=#f2f2f2}Hakikat Aynası'na{/color} giden kapı.,Vai me levar ao {color=#f2f2f2}Espelho da Verdade{/color}.,To mnie zabierze do {color=#f2f2f2}Lustra Prawdy{/color}.
SAY.EvilCastle.Clubber FlowChart.147.Zigg,,"If I find it, I think it could help me.","如果我找到它,我认为它可以帮我大忙",見つけられたら、俺の役に立つはずだ。,"如果我找到它,我認為它可以幫我大忙","Si je le trouve, je parie que ça m'aiderait.","그걸 찾는다면, 날 도와줄 수 있을 거야.","Aurkituz gero, lagungarria izan litekek.","Lo troverò, penso mi sarà d'aiuto.","Si lo encuentro, seguro que me ayuda.","Wenn ich ihn finde, könnte er mir bestimmt helfen.","Думаю, оно мне поможет, если я его найду.",Eğer onu bulabilirsem bana faydası dokunabilir.,"Se eu achá-lo, acho que irá me ajudar.","Jeśli to znajdę, to myślę, że to mi pomoże."
SAY.EvilCastle.Clubber FlowChart.128.Zigg,,Now scram!,所以现在别来烦我!,さあ、どっか行け！,所以現在別來煩我!,"Maintenant, fiche le camp !",이제 썩 꺼져!,Orain ospa!,Ora fila via!,"Ahora, ¡pírate!",Jetzt hau ab!,Теперь проваливай!,Şimdi kaybol!,Agora vaza!,A teraz spadaj!
SAY.EvilCastle.8BallAfterBattle FlowChart.108.Rob,,"HEY, CHILL OUT!!","嘿,冷静下来!",おい、落ち着けよ！,"嘿,冷靜下來!","HÉ, DU CALME !!","야, 조용히 해!!!","AIZU, LASAI!!","EHI, TI CALMI O NO!!","¡¡EH, RELAJA!!","HEY, MAL GANZ RUHIG!","ЭЙ, А НУ-КА ОСТЫЛ!!","HEY, SAKİN OL!!","EI, CALMA AÍ!!","EJ, WYLUZUJ!!"
SAY.EvilCastle.8BallAfterBattle FlowChart.170.Rob,,SHOWING ME SOME ATTITUDE!,让我看看你的态度!,なんて態度だ！,讓我看看你的態度!,C'EST QUOI C'T'ATTITUDE !,이게 무슨 태도야!,ZELAKO PORTAERA DA HORI!,CON CHI CREDI DI AVERE A CHE FARE?,¿DE QUÉ VAS?,MIR MIT SO EINER EINSTELLUNG ANZUKOMMEN!,ЧТО ЭТО ЗА НЕУВАЖЕНИЕ?,BU TAVIRLAR DA NE!?,AGINDO ASSIM DESSE JEITO!,CÓŻ ZA POSTAWA!
SAY.EvilCastle.8BallAfterBattle FlowChart.169.Rob,,YOU COMING HERE TRYING TO MAKE TROUBLE!,你带来了太多的麻烦!,ズカズカ入ってきて騒ぎを起こしやがって！,你帶來了太多的麻煩!,T'ES JUSTE VENU ME COURIR SUR LE HARICOT !,여기 와서 소란이나 피우고!,LISKARRAREN BILA ZATOZ ALA?!,SEI VENUTO A CERCARE ROGNE?,¿VIENES AQUÍ A LIARLA?,KOMMST DU EINFACH HER UND MACHST ÄRGER!,ПРИПЁРСЯ СЮДА И ПЫТАЕШЬСЯ СОЗДАВАТЬ ПРОБЛЕМЫ!,BURAYA GELİP HIR ÇIKARIYORSUN!,VINDO AQUI FAZENDO BAGUNÇA!,PRZYCHODZISZ TU I ROBISZ ZADYMĘ!
SAY.EvilCastle.8BallAfterBattle FlowChart.171.Rob,,I'LL KICK YOUR BUTT!,我要踢你的屁股!,ぶっ飛ばすぞ！,我要踢你的屁股!,J'VAIS TE BOTTER LE DERRIÈRE !,네 엉덩이를 걷어차 버리겠다!,"BA IZANGO DUZU, BAI HORIXE!",LE HAI TROVATE!,¡TE VOY A DAR UNA TUNDA!,DICH MACH ICH PLATT!,Я НАДЕРУ ТЕБЕ ЗАД!,KIÇINA TEKMEYİ BASACAĞIM!,VOU TE DAR UMA COÇA!,SKOPIĘ CI TYŁEK!
SAY.EvilCastle.8BallAfterBattle FlowChart.183.Rob,,"HEY, ZOB!","嘿,佐伯!",おいゾブ！,"嘿,佐伯!",HÉ ZOB !,어이 조브!,"AIZU, ZOB!",EHI ZOB!,"¡OYE, ZOB!","HEY, ZOB!","ЭЙ, ЗОБ!",HEY ZOB!,"AÊ, ZOB!","HEJ, ZOB!"
SAY.EvilCastle.8BallAfterBattle FlowChart.185.Zob,,"I hear you, buddy!","我听到了,伙计!",なんだ、相棒！,"我聽到了,夥計!",Je t'écoute !,듣고 있어!,"Esan, Rob!",Dimmi amico!,"¡Dime, colega!","Schon gehört, Kumpel!","Слышу, дружище!",Söyle dostum!,Tô te ouvindo mano!,"Słyszę cię, kolego!"
SAY.EvilCastle.8BallAfterBattle FlowChart.184.Rob,,LET'S TEACH THIS WANDERING PLANKFACE SOME MANNERS!,让我们教教这个流浪的木头人吧!,このウロチョロしやがる人形に礼儀を教え込んでやるぞ！,讓我們教教這個流浪的木頭人吧!,ALLONS APPRENDRE LA VIE À CETTE ÉCORCE DÉAMBULANTE !,이 어설픈 목각인형한테 예의를 가르쳐주자고!,PARE BAT GAUZA AZALDU BEHARKO DIZKIOGU ENBORBURU HONI!,DIAMO UNA LEZIONE A QUESTA FACCIA DI LEGNO!,¡VAMOS A DARLE UNA LECCIÓN A ESTE CABEZA DE ALCORNOQUE!,LASS UND DIESER WANDELNDEN HOLZFRATZE EIN PAAR MANIEREN BEIBRINGEN!,ДАВАЙ-КА НАУЧИМ МАНЕРАМ ЭТОТ ХОДЯЧИЙ КУСОК БРЕВНА!,HADİ BU ODUN KAFAYA HADDİNİ BİLDİRELİM!,VAMO ENSINAR ESSE VAGABUNDO CARA DE PAU UMAS BOAS MANEIRAS!,NAUCZMY TEGO CHODZĄCEGO DREWNIAKA TROCHĘ MANIER!
SAY.EvilCastle.8BallAfterBattle FlowChart.109.Rob,,HEY DUDE!,"嘿,伙计!",おいおい！,"嘿,夥計!",HÉ MEC !,야 임마!,"AIZU, MORROI!",EHI COSO!,"¡EH, TÍO!","HEY, ALTER!","ЭЙ, ЧУВАК!",HEY AHBAP!,"EI, CARA!",HEJ GOŚCIU!
SAY.EvilCastle.8BallAfterBattle FlowChart.113.Rob,,YOU KNOW I MEANT NOTHIN' PERSONAL ABOUT GIVING YOU A HARD TIME!,你知道我没有给你苦头吃的意思!,痛い目に遭わせてやるってのは本気じゃなかったんだよ！,你知道我沒有給你苦頭吃的意思!,"TU SAIS, JE VOULAIS PAS TE FAIRE MAL !",따끔한 맛을 보여준다는 건 진심이 아니었다고!,JAKIN EZAZU KONTU HAU HAU EZ DELA EZER PERTSONALA!,"ANDIAMO, LO SAI CHE NON C'ERA NIENTE DI PERSONALE!",¡NO TE TOMES A PECHO QUE INTENTARA HACERTE DAÑO!,"WEISST DU, UNSER KAMPF WAR NICHTS PERSÖNLICHES!","ТА ВЗБУЧКА, ЧТО Я ТЕБЕ УСТРОИЛ. ТЫ ЖЕ ПОНИМАЕШЬ - НИЧЕГО ЛИЧНОГО!",SENİ ZORA SOKMAK İSTEMEDİĞİMİ BİLMELİSİN!,VOCÊ SABE QUE AQUILO TUDO NÃO ERA NADA PESSOAL!,"WIESZ, ŻE TO CAŁE ZAMIESZANIE, TO NIC OSOBISTEGO!"
SAY.EvilCastle.8BallAfterBattle FlowChart.166.Rob,,I WAS JUST FOLLOWING PURPLE'S ORDERS!,我只是听从紫色的命令!,紫のヤツからの命令に従ってただけさ！,我只是聽從紫色的命令!,JE SUIVAIS JUSTE LES ORDRES DE POURPRE !,난 그냥 보라가 시키는 대로 했을 뿐이야!,AZTIMOREAREN AGINDUAK BETE BEHAR NITUEN!,SEGUIVO SOLO GLI ORDINI DI VIOLA!,¡SOLO SEGUÍA LAS ÓRDENES DE PÚRPURA!,ICH HAB NUR LILAS BEFEHLE BEFOLGT!,Я ЖЕ ПРОСТО СЛЕДОВАЛ ПРИКАЗУ ФИОЛЕТОВОЙ!,SADECE MOR'UN EMİRLERİNE UYUYORDUM!,EU SÓ ESTAVA SEGUINDO AS ORDENS DA ROXA!,JA TYLKO WYKONYWAŁEM ROZKAZY FIOLETOWEGO MAGA!
